order_id,supplier_id,supplier_name,pays_origine,categorie,product_id,product_name,date_commande,date_livraison,delai_prevu_j,delai_reel_j,retard_j,quantite_commandee,prix_unitaire,montant_total,taux_fiabilite,conformite_qualite
ORD00183,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-02-28,2025-03-29,25,29,4,180,214.57,38622.6,0.94,Oui
ORD00184,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-08-20,2025-08-28,5,8,3,503,425.46,214006.38,0.76,Oui
ORD00185,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-06-04,2025-07-01,25,27,2,1367,433.83,593045.61,0.77,Oui
ORD00186,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-08-07,2025-08-25,14,18,4,271,220.88,59858.48,0.98,Oui
ORD00187,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-06-14,2025-06-22,5,8,3,353,30.02,10597.06,0.82,Oui
ORD00188,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-12-31,2026-01-26,25,26,1,830,447.59,371499.7,0.88,Oui
ORD00189,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-08-09,2025-08-26,18,17,0,1674,315.95,528900.3,0.96,Oui
ORD00190,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-04-21,2025-05-18,25,27,2,974,399.7,389307.8,0.85,Oui
ORD00191,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-08-01,2025-08-19,14,18,4,244,140.99,34401.56,0.83,Oui
ORD00192,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-12-18,2025-12-24,4,6,2,187,41.51,7762.37,0.77,Oui
ORD00193,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-03-08,2025-03-21,10,13,3,172,264.12,45428.64,0.89,Oui
ORD00194,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-07-30,2025-08-05,5,6,1,1839,299.57,550909.23,0.94,Oui
ORD00195,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-05-28,2025-06-02,2,5,3,689,158.56,109247.84,0.89,Oui
ORD00196,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-04-25,2025-05-15,21,20,0,767,380.5,291843.5,0.84,Oui
ORD00197,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-04-26,2025-05-16,18,20,2,1780,252.65,449717.0,0.94,Oui
ORD00198,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-01-14,2025-02-11,25,28,3,1952,296.2,578182.4,0.92,Oui
ORD00199,F005,CleanHome,France,Droguerie,P005,Lessive,2025-12-26,2025-12-30,3,4,1,1937,153.25,296845.25,0.75,Oui
ORD00200,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-12-03,2025-12-23,18,20,2,192,64.27,12339.84,0.91,Oui
ORD00201,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-04-21,2025-05-18,25,27,2,909,204.41,185808.69,0.79,Oui
ORD00202,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-10-18,2025-10-31,10,13,3,223,397.56,88655.88,0.79,Oui
ORD00203,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-12-12,2025-12-13,2,1,0,607,199.68,121205.76,0.86,Oui
ORD00204,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-05-20,2025-06-03,14,14,0,1596,230.8,368356.8,0.84,Oui
ORD00205,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-09-07,2025-09-28,18,21,3,1416,139.13,197008.08,0.81,Non
ORD00206,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-01-04,2025-01-06,2,2,0,667,425.42,283755.14,0.94,Oui
ORD00207,F005,CleanHome,France,Droguerie,P005,Lessive,2025-06-17,2025-06-19,3,2,0,65,224.07,14564.55,0.86,Oui
ORD00208,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-12-27,2026-01-21,25,25,0,1074,251.65,270272.1,0.92,Oui
ORD00209,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-01-22,2025-02-07,14,16,2,88,207.16,18230.08,0.77,Oui
ORD00210,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-10-21,2025-11-06,14,16,2,1503,288.24,433224.72,0.82,Oui
ORD00211,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-03-29,2025-04-11,10,13,3,992,374.5,371504.0,0.98,Oui
ORD00212,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-05-05,2025-05-12,5,7,2,1256,180.5,226708.0,0.77,Oui
ORD00213,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-04-24,2025-05-05,10,11,1,1645,76.08,125151.6,0.88,Oui
ORD00214,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-04-10,2025-05-06,25,26,1,769,327.46,251816.74,0.95,Oui
ORD00215,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-02-22,2025-02-28,6,6,0,574,89.17,51183.58,0.9,Oui
ORD00216,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-04-01,2025-04-10,5,9,4,1061,209.05,221802.05,0.89,Oui
ORD00217,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-11-26,2025-12-18,18,22,4,1329,145.78,193741.62,0.99,Oui
ORD00218,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-02-04,2025-02-27,21,23,2,955,284.31,271516.05,0.95,Oui
ORD00219,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-09-17,2025-09-26,10,9,0,685,208.05,142514.25,0.76,Oui
ORD00220,F005,CleanHome,France,Droguerie,P005,Lessive,2025-02-09,2025-02-16,3,7,4,1819,439.83,800050.77,0.77,Oui
ORD00221,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-08-25,2025-09-11,14,17,3,1185,429.43,508874.55,0.93,Oui
ORD00222,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-11-30,2025-12-18,18,18,0,708,272.45,192894.6,0.88,Non
ORD00223,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-02-22,2025-03-16,21,22,1,1512,38.41,58075.92,0.91,Oui
ORD00224,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-08-13,2025-09-06,21,24,3,1120,274.61,307563.2,0.84,Oui
ORD00225,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-07-29,2025-08-13,14,15,1,1440,269.25,387720.0,0.95,Oui
ORD00226,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-06-18,2025-06-22,5,4,0,1192,305.43,364072.56,0.82,Oui
ORD00227,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-03-18,2025-04-06,18,19,1,216,262.44,56687.04,0.79,Oui
ORD00228,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-03-08,2025-03-25,14,17,3,1501,422.13,633617.13,0.83,Oui
ORD00229,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-03-07,2025-03-21,10,14,4,1489,373.12,555575.68,0.93,Oui
ORD00230,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-02-17,2025-03-18,25,29,4,1423,190.82,271536.86,0.84,Oui
ORD00231,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-04-20,2025-04-25,4,5,1,1990,344.89,686331.1,0.8,Non
ORD00232,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-02-09,2025-02-14,4,5,1,1779,354.76,631118.04,0.88,Oui
ORD00233,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-01-20,2025-02-18,25,29,4,739,394.44,291491.16,0.9,Oui
ORD00234,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-03-25,2025-03-29,4,4,0,1752,311.93,546501.36,0.91,Oui
ORD00235,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-01-23,2025-02-15,21,23,2,796,304.53,242405.88,0.81,Oui
ORD00236,F005,CleanHome,France,Droguerie,P005,Lessive,2025-08-18,2025-08-21,3,3,0,1143,108.01,123455.43,0.99,Oui
ORD00237,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-07-08,2025-07-18,6,10,4,1989,256.9,510974.1,0.86,Oui
ORD00238,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-09-15,2025-10-02,14,17,3,907,434.84,394399.88,0.95,Oui
ORD00239,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-05-09,2025-05-12,4,3,0,1363,216.53,295130.39,0.84,Non
ORD00240,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-03-05,2025-03-31,25,26,1,221,343.52,75917.92,0.82,Oui
ORD00241,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-08-12,2025-08-15,4,3,0,1988,409.77,814622.76,0.95,Oui
ORD00242,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-08-01,2025-08-02,2,1,0,861,226.15,194715.15,0.81,Non
ORD00243,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-04-25,2025-05-04,10,9,0,702,418.91,294074.82,0.96,Oui
ORD00244,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-03-12,2025-03-15,4,3,0,637,412.87,262998.19,0.87,Oui
ORD00245,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-08-18,2025-09-11,21,24,3,60,407.68,24460.8,0.75,Oui
ORD00246,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-10-08,2025-10-16,4,8,4,1296,237.73,308098.08,0.78,Oui
ORD00247,F005,CleanHome,France,Droguerie,P005,Lessive,2025-03-04,2025-03-06,3,2,0,538,189.21,101794.98,0.95,Oui
ORD00248,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-09-13,2025-09-21,5,8,3,1147,7.89,9049.83,0.88,Oui
ORD00249,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-05-30,2025-06-05,4,6,2,53,276.86,14673.58,0.81,Oui
ORD00250,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-09-26,2025-10-02,5,6,1,188,429.05,80661.4,0.89,Oui
ORD00251,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-10-11,2025-11-04,25,24,0,849,393.06,333707.94,0.76,Oui
ORD00252,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-05-10,2025-05-24,10,14,4,83,161.01,13363.83,0.77,Oui
ORD00253,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-10-25,2025-11-03,5,9,4,1599,149.97,239802.03,0.76,Oui
ORD00254,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-12-17,2025-12-23,4,6,2,1474,215.6,317794.4,0.8,Oui
ORD00255,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-01-19,2025-02-10,21,22,1,462,20.19,9327.78,0.8,Oui
ORD00256,F005,CleanHome,France,Droguerie,P005,Lessive,2025-09-21,2025-09-26,3,5,2,1719,244.59,420450.21,0.81,Oui
ORD00257,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-05-27,2025-06-03,6,7,1,1815,351.49,637954.35,0.97,Oui
ORD00258,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-07-08,2025-07-15,5,7,2,1871,180.31,337360.01,0.86,Non
ORD00259,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-04-06,2025-04-18,10,12,2,1467,224.14,328813.38,0.98,Oui
ORD00260,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-08-06,2025-08-10,5,4,0,931,271.3,252580.3,0.96,Oui
ORD00261,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-02-22,2025-03-03,10,9,0,721,297.58,214555.18,0.83,Oui
ORD00262,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-03-27,2025-04-14,14,18,4,959,158.52,152020.68,0.76,Oui
ORD00263,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-11-11,2025-11-23,10,12,2,612,287.94,176219.28,0.95,Oui
ORD00264,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-07-06,2025-07-23,14,17,3,1690,337.58,570510.2,0.79,Oui
ORD00265,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-12-14,2026-01-03,18,20,2,121,57.24,6926.04,0.81,Oui
ORD00266,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-07-16,2025-07-29,10,13,3,116,272.49,31608.84,0.92,Non
ORD00267,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-08-16,2025-08-25,10,9,0,1225,62.39,76427.75,0.84,Oui
ORD00268,F005,CleanHome,France,Droguerie,P005,Lessive,2025-05-08,2025-05-10,3,2,0,103,331.19,34112.57,0.87,Oui
ORD00269,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-03-02,2025-03-28,25,26,1,1637,117.5,192347.5,0.86,Non
ORD00270,F005,CleanHome,France,Droguerie,P005,Lessive,2025-12-22,2025-12-27,3,5,2,459,55.63,25534.17,0.96,Oui
ORD00271,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-02-14,2025-03-11,21,25,4,1781,443.97,790710.57,0.92,Oui
ORD00272,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-10-05,2025-10-31,25,26,1,1875,135.33,253743.75,0.79,Oui
ORD00273,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-07-05,2025-07-12,4,7,3,509,55.05,28020.45,0.8,Oui
ORD00274,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-01-14,2025-02-05,21,22,1,1184,257.74,305164.16,0.87,Non
ORD00275,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-11-10,2025-11-13,4,3,0,184,139.53,25673.52,1.0,Oui
ORD00276,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-07-30,2025-08-26,25,27,2,1736,258.92,449485.12,0.78,Oui
ORD00277,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-08-19,2025-08-26,5,7,2,1442,233.05,336058.1,0.78,Oui
ORD00278,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-11-24,2025-12-22,25,28,3,422,345.62,145851.64,0.78,Oui
ORD00279,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-03-05,2025-03-10,2,5,3,363,137.2,49803.6,0.79,Non
ORD00280,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-06-27,2025-07-06,6,9,3,1882,128.18,241234.76,0.77,Oui
ORD00281,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-21,2025-06-15,25,25,0,1330,136.62,181704.6,0.88,Oui
ORD00282,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-10-31,2025-11-07,4,7,3,365,77.45,28269.25,0.91,Oui
ORD00283,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-10-16,2025-10-25,10,9,0,1740,388.77,676459.8,0.77,Non
ORD00284,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-05-16,2025-06-07,18,22,4,481,345.25,166065.25,0.85,Oui
ORD00285,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-11-18,2025-12-12,21,24,3,643,289.04,185852.72,0.83,Oui
ORD00286,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-06-02,2025-06-18,14,16,2,199,310.03,61695.97,0.79,Oui
ORD00287,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-04-15,2025-05-07,21,22,1,1292,65.08,84083.36,0.97,Oui
ORD00288,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-07-24,2025-08-03,10,10,0,1607,167.06,268465.42,0.89,Oui
ORD00289,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-03-04,2025-03-26,21,22,1,970,111.94,108581.8,0.77,Oui
ORD00290,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-11-12,2025-11-28,14,16,2,558,433.23,241742.34,0.98,Oui
ORD00291,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-06-10,2025-06-28,18,18,0,1612,72.12,116257.44,1.0,Oui
ORD00292,F005,CleanHome,France,Droguerie,P005,Lessive,2025-09-12,2025-09-14,3,2,0,234,425.38,99538.92,0.88,Non
ORD00293,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-10-26,2025-11-02,6,7,1,149,23.22,3459.78,0.87,Oui
ORD00294,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-05-27,2025-06-20,21,24,3,66,381.3,25165.8,0.86,Oui
ORD00295,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-07-26,2025-08-06,10,11,1,142,180.56,25639.52,0.89,Oui
ORD00296,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-28,2025-06-21,25,24,0,841,227.16,191041.56,0.94,Oui
ORD00297,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-12-15,2026-01-05,18,21,3,293,58.33,17090.69,0.77,Oui
ORD00298,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-10-13,2025-10-24,10,11,1,1596,65.35,104298.6,0.9,Oui
ORD00299,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-01-24,2025-01-25,2,1,0,330,321.26,106015.8,0.95,Oui
ORD00300,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-11-07,2025-11-14,4,7,3,336,147.92,49701.12,0.9,Oui
ORD00301,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-06-03,2025-06-24,18,21,3,738,228.54,168662.52,0.88,Oui
ORD00302,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-06-03,2025-06-23,18,20,2,1720,7.98,13725.6,0.83,Oui
ORD00303,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-10-26,2025-11-10,14,15,1,1681,404.5,679964.5,0.97,Oui
ORD00304,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-08-31,2025-09-19,18,19,1,1392,352.42,490568.64,0.94,Oui
ORD00305,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-10-26,2025-10-30,2,4,2,399,236.14,94219.86,0.93,Oui
ORD00306,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-03-17,2025-04-04,14,18,4,546,14.69,8020.74,0.99,Oui
ORD00307,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-08-14,2025-08-17,2,3,1,907,68.57,62192.99,0.92,Oui
ORD00308,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-08-30,2025-09-21,18,22,4,1539,28.5,43861.5,0.78,Oui
ORD00309,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-12-06,2025-12-18,10,12,2,1126,169.88,191284.88,0.99,Oui
ORD00310,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-06-25,2025-07-23,25,28,3,775,304.3,235832.5,0.97,Oui
ORD00311,F005,CleanHome,France,Droguerie,P005,Lessive,2025-11-09,2025-11-14,3,5,2,443,430.82,190853.26,0.82,Oui
ORD00312,F005,CleanHome,France,Droguerie,P005,Lessive,2025-05-28,2025-06-04,3,7,4,474,310.76,147300.24,0.87,Oui
ORD00313,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-05-21,2025-06-16,25,26,1,299,258.28,77225.72,0.89,Oui
ORD00314,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-06-26,2025-07-10,14,14,0,644,19.41,12500.04,0.99,Oui
ORD00315,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-12-02,2025-12-24,21,22,1,1580,215.85,341043.0,0.8,Oui
ORD00316,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-12-23,2026-01-18,25,26,1,331,49.6,16417.6,0.94,Oui
ORD00317,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-12-09,2025-12-14,2,5,3,512,287.26,147077.12,0.76,Oui
ORD00318,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-02-21,2025-03-18,21,25,4,1628,62.29,101408.12,0.99,Non
ORD00319,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-07-28,2025-08-05,4,8,4,1964,396.35,778431.4,0.87,Oui
ORD00320,F005,CleanHome,France,Droguerie,P005,Lessive,2025-06-14,2025-06-18,3,4,1,1372,27.09,37167.48,0.94,Oui
ORD00321,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-10-01,2025-10-11,6,10,4,1530,382.72,585561.6,0.76,Non
ORD00322,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-04-01,2025-04-14,14,13,0,1762,178.95,315309.9,0.87,Non
ORD00323,F005,CleanHome,France,Droguerie,P005,Lessive,2025-01-20,2025-01-22,3,2,0,661,255.8,169083.8,0.78,Non
ORD00324,F005,CleanHome,France,Droguerie,P005,Lessive,2025-08-21,2025-08-28,3,7,4,1162,236.18,274441.16,0.97,Oui
ORD00325,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-08-28,2025-09-23,25,26,1,444,364.06,161642.64,0.83,Oui
ORD00326,F005,CleanHome,France,Droguerie,P005,Lessive,2025-04-06,2025-04-08,3,2,0,1558,152.03,236862.74,0.82,Oui
ORD00327,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-03-31,2025-04-09,6,9,3,1803,287.61,518560.83,0.85,Oui
ORD00328,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-02-14,2025-02-26,10,12,2,1420,43.38,61599.6,1.0,Oui
ORD00329,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-01-04,2025-01-11,6,7,1,835,106.37,88818.95,0.94,Non
ORD00330,F005,CleanHome,France,Droguerie,P005,Lessive,2025-10-26,2025-11-02,3,7,4,1223,5.64,6897.72,0.91,Oui
ORD00331,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-12-08,2025-12-09,2,1,0,1003,138.41,138825.23,0.85,Oui
ORD00332,F005,CleanHome,France,Droguerie,P005,Lessive,2025-12-20,2025-12-22,3,2,0,1358,412.3,559903.4,0.82,Oui
ORD00333,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-03-10,2025-03-18,6,8,2,363,205.01,74418.63,1.0,Oui
ORD00334,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-08-30,2025-09-27,25,28,3,1692,299.01,505924.92,0.8,Oui
ORD00335,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-02-11,2025-03-04,18,21,3,964,237.91,229345.24,0.84,Oui
ORD00336,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-02-01,2025-02-09,5,8,3,1899,227.72,432440.28,0.89,Oui
ORD00337,F006,FashionBasic,Portugal,Textile,P006,T-shirt homme,2025-09-24,2025-10-06,10,12,2,288,306.29,88211.52,0.93,Oui
ORD00338,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-08-17,2025-09-10,25,24,0,978,59.81,58494.18,0.85,Oui
ORD00339,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-08-25,2025-09-23,25,29,4,1702,139.02,236612.04,0.76,Oui
ORD00340,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-04-22,2025-04-27,2,5,3,199,20.86,4151.14,0.84,Oui
ORD00341,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-02-05,2025-02-09,2,4,2,114,129.55,14768.7,0.79,Oui
ORD00342,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-07-11,2025-07-27,14,16,2,968,391.39,378865.52,0.98,Oui
ORD00343,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-03-10,2025-04-08,25,29,4,1811,156.82,284001.02,0.79,Oui
ORD00344,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-03-07,2025-04-05,25,29,4,506,375.75,190129.5,0.94,Non
ORD00345,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-12-11,2026-01-05,21,25,4,1165,191.15,222689.75,0.84,Oui
ORD00346,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-06-27,2025-07-18,21,21,0,614,85.22,52325.08,0.97,Oui
ORD00347,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-12-05,2025-12-09,2,4,2,1309,344.84,451395.56,0.97,Oui
ORD00348,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-02-04,2025-02-09,6,5,0,1266,15.59,19736.94,0.9,Oui
ORD00349,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-05-06,2025-05-12,2,6,4,140,181.32,25384.8,0.81,Oui
ORD00350,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-03-13,2025-03-18,2,5,3,642,105.76,67897.92,0.98,Oui
ORD00351,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-11-03,2025-11-25,18,22,4,1726,144.64,249648.64,0.83,Oui
ORD00352,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-04-24,2025-05-21,25,27,2,665,124.18,82579.7,0.89,Oui
ORD00353,F003,PâtesItalia,Italie,Alimentaire,P003,Pâtes 500g,2025-11-17,2025-11-25,4,8,4,924,250.35,231323.4,0.76,Oui
ORD00354,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-09-26,2025-10-11,14,15,1,1476,187.64,276956.64,0.79,Oui
ORD00355,F009,TVGlobal,Corée du Sud,Électronique,P009,TV 4K,2025-08-31,2025-09-25,25,25,0,1789,101.79,182102.31,0.96,Oui
ORD00356,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-01-30,2025-02-23,21,24,3,895,435.52,389790.4,0.89,Oui
ORD00357,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-05-11,2025-05-17,6,6,0,726,291.19,211403.94,0.98,Oui
ORD00358,F002,RizImport SAS,Italie,Alimentaire,P002,Riz 1kg,2025-10-02,2025-10-11,5,9,4,1748,86.12,150537.76,0.82,Oui
ORD00359,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-01-21,2025-02-07,18,17,0,435,362.19,157552.65,0.9,Oui
ORD00360,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-09-03,2025-09-09,6,6,0,1830,408.21,747024.3,0.83,Oui
ORD00361,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-04-08,2025-04-18,6,10,4,290,336.22,97503.8,0.94,Oui
ORD00362,F010,AudioMax,Chine,Électronique,P010,Casque audio,2025-12-27,2026-01-14,18,18,0,862,411.85,355014.7,0.89,Oui
ORD00363,F007,DenimCo,Turquie,Textile,P007,Jeans,2025-08-27,2025-09-13,14,17,3,1378,161.99,223222.22,0.82,Oui
ORD00364,F008,TechDistrib,Chine,Électronique,P008,Smartphone,2025-08-27,2025-09-16,21,20,0,1694,441.6,748070.4,0.87,Oui
ORD00365,F004,BeautyPro,Allemagne,Droguerie,P004,Shampoing,2025-07-09,2025-07-16,6,7,1,897,21.05,18881.85,0.97,Oui
ORD00366,F001,LaLaiterie SA,France,Alimentaire,P001,Lait demi-écrémé,2025-05-14,2025-05-19,2,5,3,1964,263.02,516571.28,0.93,Oui
