transaction_id,date,store_id,store_city,product_id,product_name,category,price,quantity,total_amount,customer_id,customer_age,customer_segment,loyalty_points,payment_method,stock_before,stock_after,promotion,weather,temperature,special_day,web_visits,clicks
T00160,2025-08-06,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,1.2,2,2.4,C534,39,Jeune,482,Espèces,36,34,Oui,Pluie,8.5,Aucun,49,47
T00161,2025-04-10,S04,Lille,P004,Shampoing,Droguerie,4.5,8,36.0,C941,47,Senior,3978,Espèces,167,159,Non,Nuageux,30.8,Noël,27,27
T00162,2025-07-11,S08,Nantes,P003,Pâtes 500g,Alimentaire,1.1,2,2.2,C166,18,Jeune,9,Espèces,183,181,Oui,Soleil,18.3,Soldes,43,15
T00163,2025-12-05,S08,Nantes,P008,Smartphone,Électronique,299.0,6,1794.0,C427,54,Jeune,1932,Espèces,26,20,Oui,Neige,0.6,Black Friday,2,2
T00164,2025-12-12,S01,Paris,P006,T-shirt homme,Textile,12.0,8,96.0,C697,42,Actif,3442,CB,78,70,Non,Neige,28.4,Soldes,6,3
T00165,2025-03-14,S02,Lyon,P006,T-shirt homme,Textile,12.0,10,120.0,C154,27,Actif,4377,Espèces,96,86,Non,Pluie,23.9,Noël,26,7
T00166,2025-01-31,S03,Marseille,P004,Shampoing,Droguerie,4.5,5,22.5,C720,61,Famille,2047,CB,75,70,Non,Neige,4.4,Soldes,14,3
T00167,2025-11-13,S05,Toulouse,P008,Smartphone,Électronique,299.0,9,2691.0,C789,62,Famille,961,Mobile,99,90,Non,Soleil,16.5,Soldes,5,5
T00168,2025-08-25,S02,Lyon,P009,TV 4K,Électronique,599.0,5,2995.0,C252,23,Senior,4843,Mobile,45,40,Non,Soleil,34.3,Noël,2,2
T00169,2025-05-19,S03,Marseille,P009,TV 4K,Électronique,599.0,3,1797.0,C884,27,Actif,45,Espèces,143,140,Oui,Pluie,16.7,Aucun,35,33
T00170,2025-06-05,S04,Lille,P004,Shampoing,Droguerie,4.5,1,4.5,C180,37,Jeune,3520,Espèces,52,51,Oui,Pluie,14.2,Noël,11,1
T00171,2025-01-12,S08,Nantes,P004,Shampoing,Droguerie,4.5,3,13.5,C681,19,Jeune,4112,Mobile,156,153,Oui,Nuageux,21.7,Soldes,48,31
T00172,2025-08-18,S08,Nantes,P004,Shampoing,Droguerie,4.5,5,22.5,C227,51,Actif,2049,Mobile,78,73,Oui,Pluie,3.3,Aucun,7,3
T00173,2025-12-01,S05,Toulouse,P010,Casque audio,Électronique,49.0,3,147.0,C960,19,Jeune,4634,CB,117,114,Oui,Soleil,18.8,Noël,44,35
T00174,2025-10-01,S02,Lyon,P008,Smartphone,Électronique,299.0,2,598.0,C662,47,Actif,2624,Espèces,60,58,Non,Soleil,33.8,Black Friday,23,9
T00175,2025-06-15,S05,Toulouse,P009,TV 4K,Électronique,599.0,7,4193.0,C447,65,Actif,4381,CB,31,24,Non,Neige,-3.5,Noël,10,8
T00176,2025-05-07,S02,Lyon,P004,Shampoing,Droguerie,4.5,1,4.5,C346,25,Actif,920,Espèces,39,38,Oui,Nuageux,33.0,Aucun,11,0
T00177,2025-03-07,S07,Bordeaux,P006,T-shirt homme,Textile,12.0,1,12.0,C369,45,Famille,2609,CB,165,164,Non,Nuageux,-4.1,Noël,15,13
T00178,2025-06-15,S02,Lyon,P007,Jeans,Textile,35.0,10,350.0,C691,41,Senior,36,Espèces,102,92,Oui,Nuageux,2.6,Aucun,15,8
T00179,2025-08-29,S02,Lyon,P004,Shampoing,Droguerie,4.5,4,18.0,C907,24,Actif,4514,CB,43,39,Oui,Pluie,29.5,Soldes,30,5
T00180,2025-04-21,S08,Nantes,P009,TV 4K,Électronique,599.0,3,1797.0,C359,60,Senior,4731,Espèces,144,141,Non,Soleil,20.4,Soldes,40,14
T00181,2025-06-05,S02,Lyon,P005,Lessive,Droguerie,8.5,2,17.0,C406,20,Famille,1150,Mobile,43,41,Non,Neige,-2.7,Soldes,2,2
T00182,2025-08-08,S08,Nantes,P009,TV 4K,Électronique,599.0,8,4792.0,C757,28,Actif,2416,Mobile,62,54,Oui,Pluie,23.2,Aucun,33,5
T00183,2025-01-16,S02,Lyon,P002,Riz 1kg,Alimentaire,2.0,2,4.0,C343,70,Famille,2631,Mobile,167,165,Non,Nuageux,30.6,Soldes,42,22
T00184,2025-04-08,S01,Paris,P008,Smartphone,Électronique,299.0,10,2990.0,C518,27,Actif,3403,Mobile,59,49,Oui,Nuageux,21.5,Black Friday,42,29
T00185,2025-09-08,S04,Lille,P010,Casque audio,Électronique,49.0,2,98.0,C576,47,Famille,1250,CB,40,38,Non,Nuageux,27.4,Black Friday,25,8
T00186,2025-12-22,S06,Nice,P006,T-shirt homme,Textile,12.0,8,96.0,C474,39,Senior,1639,CB,154,146,Non,Neige,32.9,Noël,38,29
T00187,2025-11-22,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,1.2,3,3.6,C364,45,Actif,3480,CB,53,50,Oui,Nuageux,8.3,Black Friday,47,18
T00188,2025-06-29,S06,Nice,P006,T-shirt homme,Textile,12.0,1,12.0,C438,69,Famille,3823,Espèces,65,64,Oui,Nuageux,18.0,Aucun,23,21
T00189,2025-10-06,S05,Toulouse,P006,T-shirt homme,Textile,12.0,3,36.0,C296,32,Famille,2501,CB,31,28,Non,Nuageux,1.1,Aucun,6,0
T00190,2025-10-08,S02,Lyon,P005,Lessive,Droguerie,8.5,2,17.0,C811,56,Senior,2177,CB,200,198,Oui,Soleil,33.7,Black Friday,0,1
T00191,2025-10-23,S04,Lille,P007,Jeans,Textile,35.0,7,245.0,C820,45,Famille,2735,Mobile,158,151,Oui,Neige,6.4,Noël,29,16
T00192,2025-11-24,S05,Toulouse,P004,Shampoing,Droguerie,4.5,8,36.0,C821,22,Famille,60,CB,74,66,Oui,Pluie,23.9,Black Friday,29,28
T00193,2025-05-09,S04,Lille,P006,T-shirt homme,Textile,12.0,3,36.0,C915,61,Senior,4059,Mobile,199,196,Non,Soleil,34.5,Black Friday,3,3
T00194,2025-01-03,S04,Lille,P007,Jeans,Textile,35.0,5,175.0,C713,32,Senior,186,Espèces,112,107,Oui,Nuageux,12.7,Black Friday,19,2
T00195,2025-01-22,S03,Marseille,P010,Casque audio,Électronique,49.0,5,245.0,C815,56,Famille,3373,Espèces,198,193,Oui,Neige,28.8,Black Friday,15,8
T00196,2025-09-26,S06,Nice,P007,Jeans,Textile,35.0,3,105.0,C589,32,Jeune,2093,Mobile,113,110,Non,Pluie,-0.2,Black Friday,8,8
T00197,2025-09-17,S04,Lille,P003,Pâtes 500g,Alimentaire,1.1,8,8.8,C562,33,Actif,1675,Mobile,46,38,Oui,Soleil,28.0,Black Friday,8,7
T00198,2025-06-17,S03,Marseille,P010,Casque audio,Électronique,49.0,4,196.0,C737,22,Jeune,1733,Espèces,146,142,Oui,Neige,4.7,Aucun,2,2
T00199,2025-04-30,S04,Lille,P003,Pâtes 500g,Alimentaire,1.1,10,11.0,C171,42,Jeune,4233,CB,30,20,Oui,Pluie,23.3,Noël,41,8
T00200,2025-12-27,S02,Lyon,P002,Riz 1kg,Alimentaire,2.0,3,6.0,C636,60,Famille,3904,Mobile,59,56,Oui,Nuageux,20.4,Aucun,34,4
T00201,2025-05-07,S06,Nice,P010,Casque audio,Électronique,49.0,8,392.0,C274,49,Famille,2727,Mobile,124,116,Non,Pluie,-3.3,Black Friday,1,1
T00202,2025-11-01,S01,Paris,P001,Lait demi-écrémé,Alimentaire,1.2,10,12.0,C761,40,Senior,4782,Mobile,180,170,Oui,Pluie,-4.9,Soldes,24,0
T00203,2025-04-18,S08,Nantes,P004,Shampoing,Droguerie,4.5,7,31.5,C886,59,Famille,968,Espèces,73,66,Non,Neige,27.7,Noël,49,37
T00204,2025-06-03,S07,Bordeaux,P002,Riz 1kg,Alimentaire,2.0,2,4.0,C848,19,Senior,2209,Espèces,117,115,Oui,Nuageux,13.0,Soldes,46,41
T00205,2025-12-17,S04,Lille,P003,Pâtes 500g,Alimentaire,1.1,5,5.5,C285,50,Famille,3261,Mobile,161,156,Non,Pluie,15.8,Soldes,8,4
T00206,2025-02-26,S07,Bordeaux,P005,Lessive,Droguerie,8.5,5,42.5,C940,36,Jeune,1281,Mobile,117,112,Non,Pluie,34.6,Aucun,7,6
T00207,2025-08-07,S04,Lille,P005,Lessive,Droguerie,8.5,9,76.5,C920,58,Jeune,2050,Mobile,181,172,Oui,Neige,23.4,Black Friday,50,25
T00208,2025-05-28,S04,Lille,P007,Jeans,Textile,35.0,10,350.0,C952,59,Famille,3901,Mobile,129,119,Oui,Pluie,31.5,Aucun,17,15
T00209,2025-02-21,S03,Marseille,P003,Pâtes 500g,Alimentaire,1.1,3,3.3,C606,46,Actif,2398,CB,69,66,Non,Neige,22.0,Soldes,19,6
T00210,2025-07-13,S07,Bordeaux,P006,T-shirt homme,Textile,12.0,4,48.0,C930,68,Senior,2029,Espèces,126,122,Non,Nuageux,33.8,Aucun,32,8
T00211,2025-05-29,S07,Bordeaux,P010,Casque audio,Électronique,49.0,1,49.0,C316,48,Actif,2820,Mobile,143,142,Oui,Pluie,33.9,Black Friday,1,0
T00212,2025-04-01,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,1.2,5,6.0,C342,49,Jeune,1808,CB,125,120,Non,Pluie,33.2,Noël,37,29
T00213,2025-01-17,S05,Toulouse,P005,Lessive,Droguerie,8.5,3,25.5,C208,21,Senior,1981,Espèces,116,113,Oui,Pluie,25.9,Noël,7,4
T00214,2025-04-20,S06,Nice,P008,Smartphone,Électronique,299.0,3,897.0,C883,64,Senior,2746,CB,136,133,Non,Nuageux,31.0,Aucun,5,2
T00215,2025-03-20,S04,Lille,P007,Jeans,Textile,35.0,8,280.0,C570,58,Actif,1833,Espèces,68,60,Oui,Neige,4.5,Black Friday,37,7
T00216,2025-01-10,S02,Lyon,P005,Lessive,Droguerie,8.5,1,8.5,C136,60,Jeune,3174,CB,91,90,Oui,Nuageux,12.6,Noël,6,6
T00217,2025-06-25,S03,Marseille,P006,T-shirt homme,Textile,12.0,6,72.0,C745,46,Famille,541,CB,41,35,Oui,Neige,4.5,Aucun,38,21
T00218,2025-05-31,S01,Paris,P005,Lessive,Droguerie,8.5,8,68.0,C184,70,Actif,4438,Mobile,126,118,Oui,Neige,15.2,Noël,45,11
T00219,2025-10-20,S01,Paris,P002,Riz 1kg,Alimentaire,2.0,3,6.0,C378,55,Actif,750,Mobile,56,53,Non,Pluie,-1.9,Noël,39,35
T00220,2025-03-15,S05,Toulouse,P001,Lait demi-écrémé,Alimentaire,1.2,3,3.6,C816,27,Senior,1550,Espèces,191,188,Oui,Soleil,33.4,Aucun,8,6
T00221,2025-01-27,S05,Toulouse,P003,Pâtes 500g,Alimentaire,1.1,1,1.1,C154,44,Actif,2740,Espèces,45,44,Oui,Soleil,34.9,Black Friday,48,33
T00222,2025-08-04,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,1.2,5,6.0,C561,36,Famille,3605,Espèces,98,93,Oui,Neige,9.8,Black Friday,30,25
T00223,2025-10-05,S02,Lyon,P002,Riz 1kg,Alimentaire,2.0,10,20.0,C868,64,Senior,2631,Mobile,140,130,Non,Soleil,19.6,Noël,36,36
T00224,2025-10-05,S07,Bordeaux,P004,Shampoing,Droguerie,4.5,7,31.5,C830,43,Jeune,1891,Mobile,32,25,Non,Nuageux,31.9,Black Friday,44,25
T00225,2025-07-20,S01,Paris,P001,Lait demi-écrémé,Alimentaire,1.2,8,9.6,C145,64,Jeune,3411,CB,47,39,Non,Neige,8.0,Soldes,48,23
T00226,2025-09-13,S05,Toulouse,P006,T-shirt homme,Textile,12.0,4,48.0,C787,56,Jeune,4632,Mobile,27,23,Non,Soleil,13.4,Aucun,8,0
T00227,2025-05-03,S01,Paris,P006,T-shirt homme,Textile,12.0,7,84.0,C887,30,Jeune,493,Espèces,26,19,Oui,Neige,15.0,Aucun,22,13
T00228,2025-04-02,S05,Toulouse,P004,Shampoing,Droguerie,4.5,10,45.0,C970,40,Senior,247,Espèces,74,64,Oui,Nuageux,13.8,Soldes,40,32
T00229,2025-01-11,S06,Nice,P010,Casque audio,Électronique,49.0,2,98.0,C568,70,Jeune,3452,CB,33,31,Oui,Pluie,19.9,Soldes,38,30
T00230,2025-03-21,S03,Marseille,P006,T-shirt homme,Textile,12.0,9,108.0,C963,46,Jeune,887,Mobile,123,114,Non,Neige,32.5,Black Friday,16,4
T00231,2025-01-25,S05,Toulouse,P004,Shampoing,Droguerie,4.5,7,31.5,C279,60,Actif,4258,Espèces,48,41,Oui,Neige,13.1,Black Friday,17,11
T00232,2025-08-16,S07,Bordeaux,P010,Casque audio,Électronique,49.0,3,147.0,C352,47,Jeune,762,Espèces,48,45,Non,Soleil,3.4,Aucun,26,13
T00233,2025-04-08,S08,Nantes,P001,Lait demi-écrémé,Alimentaire,1.2,3,3.6,C916,66,Senior,2647,CB,95,92,Oui,Pluie,33.4,Soldes,47,17
T00234,2025-10-30,S01,Paris,P008,Smartphone,Électronique,299.0,3,897.0,C584,28,Senior,1945,CB,75,72,Oui,Soleil,14.2,Noël,32,14
T00235,2025-10-31,S05,Toulouse,P005,Lessive,Droguerie,8.5,10,85.0,C708,48,Famille,2311,CB,148,138,Non,Pluie,24.8,Aucun,45,35
T00236,2025-12-21,S06,Nice,P010,Casque audio,Électronique,49.0,8,392.0,C546,27,Actif,1451,Espèces,88,80,Non,Pluie,10.9,Aucun,8,7
T00237,2025-09-07,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,1.1,7,7.7,C381,58,Famille,2019,Mobile,118,111,Oui,Neige,28.9,Black Friday,11,5
T00238,2025-06-10,S01,Paris,P004,Shampoing,Droguerie,4.5,10,45.0,C802,46,Senior,1514,CB,49,39,Oui,Soleil,31.9,Noël,42,11
T00239,2025-06-19,S04,Lille,P008,Smartphone,Électronique,299.0,1,299.0,C943,68,Famille,3545,Mobile,31,30,Non,Nuageux,7.0,Black Friday,12,5
T00240,2025-11-06,S04,Lille,P009,TV 4K,Électronique,599.0,6,3594.0,C740,52,Jeune,2701,Espèces,146,140,Oui,Soleil,0.2,Black Friday,36,24
T00241,2025-11-20,S04,Lille,P004,Shampoing,Droguerie,4.5,5,22.5,C149,35,Famille,4513,Mobile,22,17,Non,Pluie,27.8,Aucun,13,10
T00242,2025-01-07,S03,Marseille,P010,Casque audio,Électronique,49.0,8,392.0,C345,46,Actif,3550,Mobile,57,49,Non,Soleil,1.3,Black Friday,40,30
T00243,2025-12-21,S08,Nantes,P006,T-shirt homme,Textile,12.0,5,60.0,C436,40,Actif,2794,Espèces,70,65,Oui,Nuageux,28.0,Black Friday,25,18
T00244,2025-04-30,S01,Paris,P002,Riz 1kg,Alimentaire,2.0,8,16.0,C692,49,Jeune,91,CB,196,188,Oui,Soleil,10.7,Aucun,19,14
T00245,2025-11-25,S06,Nice,P003,Pâtes 500g,Alimentaire,1.1,10,11.0,C661,44,Actif,993,CB,197,187,Oui,Soleil,4.1,Noël,1,0
T00246,2025-08-12,S03,Marseille,P008,Smartphone,Électronique,299.0,6,1794.0,C844,36,Jeune,736,CB,116,110,Non,Pluie,17.9,Noël,22,17
T00247,2025-05-04,S03,Marseille,P005,Lessive,Droguerie,8.5,10,85.0,C679,31,Actif,2706,Espèces,24,14,Oui,Nuageux,22.8,Soldes,48,41
T00248,2025-08-23,S07,Bordeaux,P009,TV 4K,Électronique,599.0,2,1198.0,C193,44,Senior,682,Mobile,160,158,Non,Nuageux,-0.7,Black Friday,18,9
T00249,2025-02-26,S02,Lyon,P005,Lessive,Droguerie,8.5,3,25.5,C922,41,Famille,2099,Mobile,113,110,Oui,Pluie,14.9,Aucun,26,6
T00250,2025-08-29,S01,Paris,P005,Lessive,Droguerie,8.5,7,59.5,C304,70,Jeune,4050,CB,58,51,Non,Neige,32.4,Noël,18,13
T00251,2025-07-20,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,10,12.0,C687,39,Actif,805,CB,156,146,Non,Nuageux,21.6,Aucun,14,6
T00252,2025-08-01,S05,Toulouse,P003,Pâtes 500g,Alimentaire,1.1,8,8.8,C798,38,Jeune,1740,Espèces,33,25,Non,Soleil,28.1,Soldes,23,19
T00253,2025-07-29,S08,Nantes,P005,Lessive,Droguerie,8.5,4,34.0,C486,50,Senior,4373,Espèces,97,93,Non,Neige,-0.0,Soldes,2,1
T00254,2025-03-17,S03,Marseille,P004,Shampoing,Droguerie,4.5,3,13.5,C481,33,Actif,975,Espèces,20,17,Non,Nuageux,27.3,Noël,8,1
T00255,2025-12-28,S08,Nantes,P005,Lessive,Droguerie,8.5,7,59.5,C518,23,Senior,94,Mobile,97,90,Non,Neige,9.2,Noël,33,23
T00256,2025-07-23,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,2,2.4,C149,37,Senior,1176,CB,112,110,Oui,Neige,10.2,Soldes,49,46
T00257,2025-08-27,S05,Toulouse,P006,T-shirt homme,Textile,12.0,10,120.0,C138,24,Actif,851,Mobile,129,119,Non,Neige,28.5,Soldes,1,1
T00258,2025-07-09,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,1.2,8,9.6,C962,40,Jeune,3218,Espèces,142,134,Non,Nuageux,25.5,Soldes,6,2
T00259,2025-01-28,S07,Bordeaux,P010,Casque audio,Électronique,49.0,1,49.0,C904,33,Senior,1923,CB,185,184,Non,Nuageux,2.8,Soldes,40,15
T00260,2025-04-04,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,1.2,1,1.2,C738,34,Famille,2870,Espèces,185,184,Oui,Pluie,25.1,Aucun,30,26
T00261,2025-04-01,S01,Paris,P007,Jeans,Textile,35.0,7,245.0,C290,64,Senior,746,Espèces,170,163,Oui,Soleil,21.4,Noël,22,6
T00262,2025-12-24,S07,Bordeaux,P010,Casque audio,Électronique,49.0,10,490.0,C701,64,Senior,4373,Mobile,22,12,Non,Pluie,-1.4,Black Friday,45,23
T00263,2025-08-09,S06,Nice,P003,Pâtes 500g,Alimentaire,1.1,3,3.3,C823,35,Jeune,2978,CB,62,59,Non,Neige,27.0,Black Friday,20,9
T00264,2025-10-08,S08,Nantes,P004,Shampoing,Droguerie,4.5,1,4.5,C842,37,Jeune,1,CB,182,181,Oui,Neige,29.8,Soldes,0,0
T00265,2025-02-13,S05,Toulouse,P003,Pâtes 500g,Alimentaire,1.1,6,6.6,C572,66,Senior,3710,Espèces,111,105,Oui,Soleil,34.1,Soldes,46,26
T00266,2025-02-25,S05,Toulouse,P008,Smartphone,Électronique,299.0,8,2392.0,C572,20,Senior,1032,Espèces,131,123,Oui,Pluie,24.8,Soldes,13,0
T00267,2025-12-05,S04,Lille,P007,Jeans,Textile,35.0,6,210.0,C938,56,Famille,801,Mobile,137,131,Non,Nuageux,21.2,Aucun,0,1
T00268,2025-11-21,S02,Lyon,P002,Riz 1kg,Alimentaire,2.0,3,6.0,C343,34,Actif,59,Mobile,24,21,Non,Neige,5.6,Soldes,36,4
T00269,2025-05-21,S07,Bordeaux,P006,T-shirt homme,Textile,12.0,6,72.0,C885,63,Famille,2489,CB,42,36,Oui,Nuageux,5.6,Aucun,38,32
T00270,2025-03-15,S07,Bordeaux,P003,Pâtes 500g,Alimentaire,1.1,10,11.0,C652,34,Actif,23,Espèces,161,151,Non,Pluie,34.9,Noël,16,7
T00271,2025-05-20,S03,Marseille,P003,Pâtes 500g,Alimentaire,1.1,10,11.0,C291,32,Senior,1821,CB,167,157,Non,Pluie,7.5,Black Friday,38,15
T00272,2025-09-29,S02,Lyon,P005,Lessive,Droguerie,8.5,5,42.5,C824,65,Actif,3919,CB,22,17,Non,Soleil,12.6,Aucun,42,25
T00273,2025-10-01,S02,Lyon,P001,Lait demi-écrémé,Alimentaire,1.2,10,12.0,C220,59,Jeune,383,CB,56,46,Oui,Neige,32.5,Soldes,30,10
T00274,2025-04-06,S07,Bordeaux,P007,Jeans,Textile,35.0,2,70.0,C911,50,Senior,1557,CB,48,46,Oui,Soleil,15.1,Noël,19,3
T00275,2025-03-01,S03,Marseille,P008,Smartphone,Électronique,299.0,9,2691.0,C844,45,Actif,3515,Mobile,133,124,Oui,Neige,32.7,Black Friday,16,14
T00276,2025-07-20,S07,Bordeaux,P008,Smartphone,Électronique,299.0,10,2990.0,C901,42,Famille,3003,CB,86,76,Non,Soleil,20.5,Aucun,11,6
T00277,2025-09-15,S03,Marseille,P003,Pâtes 500g,Alimentaire,1.1,5,5.5,C311,28,Senior,2775,Espèces,200,195,Oui,Soleil,9.3,Soldes,33,16
T00278,2025-09-18,S06,Nice,P005,Lessive,Droguerie,8.5,5,42.5,C739,69,Senior,2842,Espèces,183,178,Non,Pluie,33.8,Noël,3,3
T00279,2025-12-26,S01,Paris,P009,TV 4K,Électronique,599.0,3,1797.0,C468,63,Senior,4614,CB,188,185,Non,Pluie,13.0,Soldes,18,4
T00280,2025-07-17,S02,Lyon,P003,Pâtes 500g,Alimentaire,1.1,4,4.4,C829,69,Senior,2919,Espèces,126,122,Oui,Neige,26.3,Aucun,22,4
T00281,2025-05-24,S08,Nantes,P005,Lessive,Droguerie,8.5,4,34.0,C530,63,Jeune,4018,CB,36,32,Oui,Soleil,19.5,Aucun,10,1
T00282,2025-12-06,S04,Lille,P009,TV 4K,Électronique,599.0,4,2396.0,C746,33,Jeune,3550,Mobile,52,48,Oui,Pluie,7.9,Noël,4,3
T00283,2025-09-03,S03,Marseille,P008,Smartphone,Électronique,299.0,3,897.0,C874,56,Jeune,172,Mobile,80,77,Oui,Nuageux,31.6,Black Friday,18,15
T00284,2025-02-17,S03,Marseille,P006,T-shirt homme,Textile,12.0,1,12.0,C314,63,Senior,2945,CB,38,37,Oui,Pluie,-3.2,Noël,30,30
T00285,2025-07-13,S03,Marseille,P007,Jeans,Textile,35.0,10,350.0,C132,51,Actif,3222,CB,170,160,Oui,Soleil,17.5,Black Friday,34,10
T00286,2025-12-01,S01,Paris,P006,T-shirt homme,Textile,12.0,6,72.0,C615,25,Senior,3540,CB,52,46,Non,Nuageux,12.4,Soldes,45,42
T00287,2025-04-01,S05,Toulouse,P008,Smartphone,Électronique,299.0,9,2691.0,C262,70,Senior,4196,Mobile,53,44,Non,Nuageux,23.2,Aucun,18,13
T00288,2025-10-05,S01,Paris,P004,Shampoing,Droguerie,4.5,4,18.0,C375,60,Jeune,193,Espèces,104,100,Non,Nuageux,34.6,Noël,37,11
T00289,2025-04-26,S07,Bordeaux,P006,T-shirt homme,Textile,12.0,4,48.0,C783,53,Famille,1931,Espèces,124,120,Oui,Soleil,31.6,Black Friday,5,5
T00290,2025-02-11,S08,Nantes,P008,Smartphone,Électronique,299.0,8,2392.0,C855,66,Famille,2915,CB,22,14,Non,Pluie,17.6,Soldes,41,10
T00291,2025-04-24,S04,Lille,P005,Lessive,Droguerie,8.5,6,51.0,C516,26,Senior,3577,Mobile,44,38,Oui,Pluie,16.0,Black Friday,48,28
T00292,2025-03-15,S02,Lyon,P003,Pâtes 500g,Alimentaire,1.1,2,2.2,C316,27,Actif,638,CB,129,127,Non,Nuageux,34.0,Soldes,44,32
T00293,2025-11-27,S08,Nantes,P008,Smartphone,Électronique,299.0,3,897.0,C620,19,Famille,3815,Espèces,113,110,Non,Nuageux,34.0,Soldes,42,22
T00294,2025-11-16,S08,Nantes,P002,Riz 1kg,Alimentaire,2.0,8,16.0,C720,31,Actif,2460,CB,184,176,Oui,Neige,34.7,Noël,43,6
T00295,2025-07-02,S08,Nantes,P008,Smartphone,Électronique,299.0,5,1495.0,C666,55,Actif,351,Mobile,39,34,Non,Pluie,27.8,Noël,27,24
T00296,2025-07-30,S08,Nantes,P009,TV 4K,Électronique,599.0,4,2396.0,C916,22,Actif,789,Mobile,65,61,Non,Neige,26.8,Black Friday,20,9
T00297,2025-06-17,S07,Bordeaux,P005,Lessive,Droguerie,8.5,1,8.5,C797,63,Famille,1188,Mobile,195,194,Oui,Soleil,0.7,Soldes,46,4
T00298,2025-04-11,S01,Paris,P006,T-shirt homme,Textile,12.0,10,120.0,C755,30,Senior,611,Espèces,49,39,Non,Pluie,9.0,Soldes,21,12
T00299,2025-10-24,S06,Nice,P004,Shampoing,Droguerie,4.5,6,27.0,C794,36,Famille,2381,Mobile,116,110,Non,Soleil,11.3,Soldes,25,3
T00300,2025-09-27,S08,Nantes,P008,Smartphone,Électronique,299.0,8,2392.0,C137,68,Actif,148,Mobile,106,98,Non,Soleil,7.7,Noël,9,2
T00301,2025-01-28,S03,Marseille,P001,Lait demi-écrémé,Alimentaire,1.2,7,8.4,C476,39,Actif,4517,Espèces,44,37,Oui,Nuageux,16.9,Noël,1,0
T00302,2025-07-28,S03,Marseille,P006,T-shirt homme,Textile,12.0,8,96.0,C574,27,Jeune,564,CB,90,82,Non,Neige,26.8,Black Friday,50,1
T00303,2025-10-29,S07,Bordeaux,P002,Riz 1kg,Alimentaire,2.0,4,8.0,C124,43,Actif,4758,CB,125,121,Non,Neige,-4.2,Soldes,35,23
T00304,2025-09-11,S07,Bordeaux,P001,Lait demi-écrémé,Alimentaire,1.2,6,7.2,C130,49,Senior,2970,CB,177,171,Non,Soleil,35.0,Black Friday,10,8
T00305,2025-04-09,S07,Bordeaux,P008,Smartphone,Électronique,299.0,9,2691.0,C218,26,Jeune,3032,CB,91,82,Oui,Nuageux,4.6,Aucun,6,0
T00306,2025-06-07,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,7,8.4,C826,67,Jeune,4477,Espèces,57,50,Non,Pluie,-3.2,Soldes,11,9
T00307,2025-09-23,S01,Paris,P002,Riz 1kg,Alimentaire,2.0,6,12.0,C255,53,Senior,4917,Espèces,49,43,Oui,Pluie,4.1,Aucun,1,0
T00308,2025-12-27,S02,Lyon,P003,Pâtes 500g,Alimentaire,1.1,1,1.1,C766,27,Jeune,64,Espèces,53,52,Oui,Pluie,13.7,Soldes,45,35
T00309,2025-03-16,S06,Nice,P002,Riz 1kg,Alimentaire,2.0,5,10.0,C209,19,Jeune,3414,CB,83,78,Non,Soleil,8.8,Soldes,44,8
T00310,2025-08-28,S03,Marseille,P010,Casque audio,Électronique,49.0,6,294.0,C371,68,Famille,4211,Mobile,124,118,Non,Neige,-1.3,Aucun,34,10
T00311,2025-05-31,S06,Nice,P001,Lait demi-écrémé,Alimentaire,1.2,4,4.8,C481,60,Jeune,108,Espèces,188,184,Oui,Nuageux,15.2,Soldes,1,1
T00312,2025-08-26,S07,Bordeaux,P010,Casque audio,Électronique,49.0,1,49.0,C855,53,Famille,3701,Mobile,184,183,Non,Nuageux,6.3,Aucun,38,12
T00313,2025-03-22,S05,Toulouse,P010,Casque audio,Électronique,49.0,4,196.0,C396,68,Senior,4978,Espèces,45,41,Non,Soleil,20.8,Noël,24,13
T00314,2025-09-17,S01,Paris,P001,Lait demi-écrémé,Alimentaire,1.2,8,9.6,C145,24,Jeune,365,Espèces,149,141,Non,Neige,16.0,Noël,14,11
T00315,2025-12-23,S03,Marseille,P004,Shampoing,Droguerie,4.5,3,13.5,C538,40,Jeune,4312,Mobile,152,149,Non,Pluie,14.5,Soldes,7,7
T00316,2025-06-12,S05,Toulouse,P005,Lessive,Droguerie,8.5,7,59.5,C828,65,Famille,2593,Espèces,45,38,Oui,Soleil,16.0,Soldes,5,2
T00317,2025-08-17,S04,Lille,P008,Smartphone,Électronique,299.0,6,1794.0,C569,39,Jeune,3804,Espèces,28,22,Oui,Pluie,3.2,Soldes,34,12
T00318,2025-09-18,S07,Bordeaux,P006,T-shirt homme,Textile,12.0,5,60.0,C364,45,Jeune,4059,Espèces,182,177,Non,Nuageux,30.8,Soldes,14,6
