livraison_id,type_flux,entrepot_depart_id,entrepot_depart_nom,entrepot_arrivee_id,entrepot_arrivee_nom,product_id,product_name,categorie,date_depart,date_arrivee_prevue,duree_transport_j,quantite,poids_kg,transporteur,cout_transport_eur,statut_livraison,incident
LIV00135,Fournisseur → Entrepôt,E06,Nice-Est,E01,Paris-Rungis,P007,Jeans,Textile,2025-10-21,2025-10-24,3,476,5558.7,Geodis,1361.82,Livré,Aucun
LIV00136,Entrepôt → Magasin,E05,Toulouse-Ouest,E02,Lyon-Sud,P008,Smartphone,Électronique,2025-10-31,2025-11-04,4,543,5129.6,Geodis,964.16,Livré,Casse
LIV00137,Entrepôt → Magasin,E02,Lyon-Sud,E06,Nice-Est,P009,TV 4K,Électronique,2025-11-24,2025-11-29,5,861,7995.3,FM Logistic,2485.17,Livré,Aucun
LIV00138,Inter-entrepôts,E06,Nice-Est,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-04-18,2025-04-23,5,638,7662.2,Geodis,2153.01,Livré,Aucun
LIV00139,Inter-entrepôts,E05,Toulouse-Ouest,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-07-22,2025-07-23,1,1326,2201.0,XPO Logistics,801.03,En transit,Retard transporteur
LIV00140,Magasin → Magasin,E03,Marseille-Port,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-06-15,2025-06-18,3,862,12792.4,DB Schenker,744.47,Livré,Aucun
LIV00141,Magasin → Magasin,E03,Marseille-Port,E02,Lyon-Sud,P004,Shampoing,Droguerie,2025-10-19,2025-10-22,3,18,135.1,DB Schenker,273.49,Livré,Aucun
LIV00142,Magasin → Magasin,E07,Bordeaux-Centre,E01,Paris-Rungis,P010,Casque audio,Électronique,2025-06-24,2025-06-27,3,977,10133.6,FM Logistic,2395.27,Livré,Aucun
LIV00143,Entrepôt → Magasin,E01,Paris-Rungis,E05,Toulouse-Ouest,P010,Casque audio,Électronique,2025-07-03,2025-07-04,1,811,2507.1,XPO Logistics,323.95,En transit,Aucun
LIV00144,Entrepôt → Magasin,E03,Marseille-Port,E02,Lyon-Sud,P005,Lessive,Droguerie,2025-11-21,2025-11-22,1,1008,5310.1,DB Schenker,533.6,Retardé,Aucun
LIV00145,Entrepôt → Magasin,E06,Nice-Est,E03,Marseille-Port,P002,Riz 1kg,Alimentaire,2025-04-09,2025-04-11,2,1390,4443.5,FM Logistic,890.42,Livré,Aucun
LIV00146,Entrepôt → Magasin,E06,Nice-Est,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-10-10,2025-10-11,1,909,8915.4,Geodis,809.51,Livré,Aucun
LIV00147,Fournisseur → Entrepôt,E03,Marseille-Port,E07,Bordeaux-Centre,P005,Lessive,Droguerie,2025-10-31,2025-11-02,2,358,558.1,XPO Logistics,188.55,Livré,Aucun
LIV00148,Fournisseur → Entrepôt,E02,Lyon-Sud,E04,Lille-Nord,P002,Riz 1kg,Alimentaire,2025-05-26,2025-05-27,1,182,633.6,FM Logistic,253.43,Livré,Casse
LIV00149,Inter-entrepôts,E02,Lyon-Sud,E04,Lille-Nord,P003,Pâtes 500g,Alimentaire,2025-07-31,2025-08-03,3,325,124.8,DB Schenker,100.58,Livré,Aucun
LIV00150,Entrepôt → Magasin,E03,Marseille-Port,E01,Paris-Rungis,P010,Casque audio,Électronique,2025-09-17,2025-09-20,3,1447,6969.0,DB Schenker,1601.43,Retardé,Aucun
LIV00151,Fournisseur → Entrepôt,E02,Lyon-Sud,E07,Bordeaux-Centre,P009,TV 4K,Électronique,2025-03-17,2025-03-21,4,392,5531.3,DB Schenker,1217.89,Livré,Retard transporteur
LIV00152,Entrepôt → Magasin,E07,Bordeaux-Centre,E03,Marseille-Port,P005,Lessive,Droguerie,2025-12-22,2025-12-27,5,263,3930.1,Geodis,1244.12,Livré,Aucun
LIV00153,Entrepôt → Magasin,E02,Lyon-Sud,E03,Marseille-Port,P001,Lait demi-écrémé,Alimentaire,2025-09-22,2025-09-25,3,291,1018.7,XPO Logistics,399.65,Livré,Aucun
LIV00154,Fournisseur → Entrepôt,E03,Marseille-Port,E06,Nice-Est,P005,Lessive,Droguerie,2025-01-07,2025-01-09,2,312,4136.1,DHL Supply Chain,1393.66,Livré,Casse
LIV00155,Entrepôt → Magasin,E04,Lille-Nord,E08,Nantes-Atlantique,P003,Pâtes 500g,Alimentaire,2025-01-06,2025-01-08,2,651,2558.0,DHL Supply Chain,901.3,Livré,Aucun
LIV00156,Magasin → Magasin,E01,Paris-Rungis,E08,Nantes-Atlantique,P008,Smartphone,Électronique,2025-08-31,2025-09-04,4,70,341.0,FM Logistic,308.2,Livré,Erreur quantité
LIV00157,Magasin → Magasin,E07,Bordeaux-Centre,E06,Nice-Est,P007,Jeans,Textile,2025-08-29,2025-09-01,3,116,1691.1,Geodis,654.76,Livré,Retard transporteur
LIV00158,Entrepôt → Magasin,E08,Nantes-Atlantique,E06,Nice-Est,P006,T-shirt homme,Textile,2025-04-02,2025-04-05,3,1419,1505.4,Geodis,270.67,Livré,Aucun
LIV00159,Entrepôt → Magasin,E08,Nantes-Atlantique,E02,Lyon-Sud,P005,Lessive,Droguerie,2025-08-25,2025-08-27,2,715,3120.8,FM Logistic,615.62,Livré,Aucun
LIV00160,Inter-entrepôts,E03,Marseille-Port,E05,Toulouse-Ouest,P007,Jeans,Textile,2025-12-30,2026-01-01,2,1199,10069.6,XPO Logistics,2368.82,Livré,Retard transporteur
LIV00161,Inter-entrepôts,E07,Bordeaux-Centre,E06,Nice-Est,P004,Shampoing,Droguerie,2025-12-10,2025-12-12,2,950,7955.7,Geodis,1301.36,En transit,Aucun
LIV00162,Fournisseur → Entrepôt,E03,Marseille-Port,E07,Bordeaux-Centre,P004,Shampoing,Droguerie,2025-06-30,2025-07-04,4,1342,4959.3,Geodis,1094.51,Livré,Aucun
LIV00163,Magasin → Magasin,E03,Marseille-Port,E07,Bordeaux-Centre,P002,Riz 1kg,Alimentaire,2025-11-30,2025-12-02,2,662,2626.1,Geodis,825.52,Livré,Retard transporteur
LIV00164,Magasin → Magasin,E08,Nantes-Atlantique,E03,Marseille-Port,P001,Lait demi-écrémé,Alimentaire,2025-10-13,2025-10-18,5,619,5339.0,DB Schenker,1348.4,En transit,Aucun
LIV00165,Magasin → Magasin,E07,Bordeaux-Centre,E05,Toulouse-Ouest,P007,Jeans,Textile,2025-12-27,2025-12-31,4,266,3085.6,DB Schenker,621.22,En transit,Casse
LIV00166,Entrepôt → Magasin,E05,Toulouse-Ouest,E06,Nice-Est,P005,Lessive,Droguerie,2025-07-03,2025-07-06,3,360,970.0,XPO Logistics,271.62,Livré,Retard transporteur
LIV00167,Entrepôt → Magasin,E06,Nice-Est,E05,Toulouse-Ouest,P002,Riz 1kg,Alimentaire,2025-06-29,2025-07-02,3,207,1832.6,Geodis,409.19,Livré,Aucun
LIV00168,Entrepôt → Magasin,E07,Bordeaux-Centre,E04,Lille-Nord,P005,Lessive,Droguerie,2025-06-25,2025-06-26,1,1387,5113.5,FM Logistic,1638.72,Livré,Aucun
LIV00169,Entrepôt → Magasin,E06,Nice-Est,E07,Bordeaux-Centre,P001,Lait demi-écrémé,Alimentaire,2025-05-09,2025-05-10,1,1016,3849.7,DHL Supply Chain,1318.62,Livré,Aucun
LIV00170,Magasin → Magasin,E08,Nantes-Atlantique,E07,Bordeaux-Centre,P001,Lait demi-écrémé,Alimentaire,2025-12-30,2026-01-01,2,1399,3967.0,Geodis,1012.67,Livré,Aucun
LIV00171,Inter-entrepôts,E06,Nice-Est,E08,Nantes-Atlantique,P005,Lessive,Droguerie,2025-12-12,2025-12-16,4,1406,18023.0,XPO Logistics,2428.46,En transit,Aucun
LIV00172,Magasin → Magasin,E06,Nice-Est,E05,Toulouse-Ouest,P007,Jeans,Textile,2025-05-06,2025-05-10,4,455,606.9,Geodis,337.06,Livré,Erreur quantité
LIV00173,Entrepôt → Magasin,E07,Bordeaux-Centre,E02,Lyon-Sud,P004,Shampoing,Droguerie,2025-01-28,2025-02-01,4,694,8180.6,FM Logistic,1713.07,En transit,Aucun
LIV00174,Entrepôt → Magasin,E01,Paris-Rungis,E03,Marseille-Port,P007,Jeans,Textile,2025-06-02,2025-06-07,5,772,8348.7,DB Schenker,2110.94,Livré,Aucun
LIV00175,Entrepôt → Magasin,E05,Toulouse-Ouest,E01,Paris-Rungis,P009,TV 4K,Électronique,2025-02-14,2025-02-18,4,103,234.9,FM Logistic,182.78,Livré,Aucun
LIV00176,Magasin → Magasin,E04,Lille-Nord,E02,Lyon-Sud,P002,Riz 1kg,Alimentaire,2025-05-25,2025-05-30,5,1252,10938.7,Geodis,3167.4,Livré,Aucun
LIV00177,Fournisseur → Entrepôt,E04,Lille-Nord,E07,Bordeaux-Centre,P005,Lessive,Droguerie,2025-12-07,2025-12-11,4,533,1829.1,Geodis,311.52,Livré,Aucun
LIV00178,Entrepôt → Magasin,E01,Paris-Rungis,E04,Lille-Nord,P007,Jeans,Textile,2025-01-01,2025-01-02,1,34,324.6,DHL Supply Chain,105.69,Livré,Aucun
LIV00179,Fournisseur → Entrepôt,E03,Marseille-Port,E01,Paris-Rungis,P008,Smartphone,Électronique,2025-03-17,2025-03-19,2,1400,5195.0,XPO Logistics,1662.49,En transit,Aucun
LIV00180,Entrepôt → Magasin,E08,Nantes-Atlantique,E04,Lille-Nord,P002,Riz 1kg,Alimentaire,2025-12-30,2026-01-04,5,1238,16590.4,DHL Supply Chain,3344.8,Livré,Aucun
LIV00181,Magasin → Magasin,E07,Bordeaux-Centre,E04,Lille-Nord,P008,Smartphone,Électronique,2025-07-09,2025-07-10,1,455,3481.4,Geodis,647.65,En transit,Aucun
LIV00182,Inter-entrepôts,E08,Nantes-Atlantique,E06,Nice-Est,P003,Pâtes 500g,Alimentaire,2025-01-22,2025-01-25,3,1047,7648.7,FM Logistic,597.01,Livré,Aucun
LIV00183,Magasin → Magasin,E02,Lyon-Sud,E07,Bordeaux-Centre,P008,Smartphone,Électronique,2025-04-25,2025-04-28,3,242,1988.4,DHL Supply Chain,603.88,Retardé,Aucun
LIV00184,Fournisseur → Entrepôt,E01,Paris-Rungis,E03,Marseille-Port,P002,Riz 1kg,Alimentaire,2025-06-28,2025-07-02,4,663,5169.4,DB Schenker,1336.28,Livré,Erreur quantité
LIV00185,Inter-entrepôts,E07,Bordeaux-Centre,E06,Nice-Est,P003,Pâtes 500g,Alimentaire,2025-01-17,2025-01-20,3,581,7239.5,FM Logistic,1691.42,Livré,Aucun
LIV00186,Fournisseur → Entrepôt,E05,Toulouse-Ouest,E01,Paris-Rungis,P007,Jeans,Textile,2025-04-27,2025-05-02,5,653,8330.6,Geodis,2335.54,Retardé,Aucun
LIV00187,Fournisseur → Entrepôt,E04,Lille-Nord,E05,Toulouse-Ouest,P009,TV 4K,Électronique,2025-12-03,2025-12-06,3,390,433.3,XPO Logistics,258.41,Livré,Aucun
LIV00188,Fournisseur → Entrepôt,E05,Toulouse-Ouest,E03,Marseille-Port,P001,Lait demi-écrémé,Alimentaire,2025-08-19,2025-08-24,5,1460,13175.3,FM Logistic,2186.7,Retardé,Retard transporteur
LIV00189,Inter-entrepôts,E03,Marseille-Port,E08,Nantes-Atlantique,P002,Riz 1kg,Alimentaire,2025-01-17,2025-01-18,1,942,11078.4,FM Logistic,2487.14,Livré,Aucun
LIV00190,Fournisseur → Entrepôt,E08,Nantes-Atlantique,E07,Bordeaux-Centre,P002,Riz 1kg,Alimentaire,2025-03-05,2025-03-07,2,614,3817.4,DB Schenker,989.31,Livré,Aucun
LIV00191,Entrepôt → Magasin,E01,Paris-Rungis,E07,Bordeaux-Centre,P005,Lessive,Droguerie,2025-10-10,2025-10-14,4,847,6273.8,XPO Logistics,1246.41,Livré,Erreur quantité
LIV00192,Fournisseur → Entrepôt,E05,Toulouse-Ouest,E08,Nantes-Atlantique,P008,Smartphone,Électronique,2025-01-31,2025-02-03,3,1162,9719.7,DHL Supply Chain,1706.84,Livré,Aucun
LIV00193,Magasin → Magasin,E01,Paris-Rungis,E03,Marseille-Port,P004,Shampoing,Droguerie,2025-03-22,2025-03-25,3,958,11223.4,DHL Supply Chain,2720.35,Livré,Aucun
LIV00194,Inter-entrepôts,E03,Marseille-Port,E04,Lille-Nord,P007,Jeans,Textile,2025-12-04,2025-12-08,4,1095,9443.9,Geodis,2091.53,En transit,Aucun
LIV00195,Inter-entrepôts,E01,Paris-Rungis,E04,Lille-Nord,P004,Shampoing,Droguerie,2025-09-20,2025-09-21,1,960,6529.9,DB Schenker,1532.66,Retardé,Aucun
LIV00196,Magasin → Magasin,E03,Marseille-Port,E04,Lille-Nord,P008,Smartphone,Électronique,2025-01-12,2025-01-15,3,1090,2269.2,DB Schenker,860.56,Livré,Aucun
LIV00197,Inter-entrepôts,E03,Marseille-Port,E02,Lyon-Sud,P002,Riz 1kg,Alimentaire,2025-05-16,2025-05-19,3,1421,8342.2,FM Logistic,1369.6,Livré,Aucun
LIV00198,Entrepôt → Magasin,E08,Nantes-Atlantique,E01,Paris-Rungis,P001,Lait demi-écrémé,Alimentaire,2025-05-06,2025-05-09,3,505,6858.8,DHL Supply Chain,1231.66,En transit,Aucun
LIV00199,Magasin → Magasin,E05,Toulouse-Ouest,E01,Paris-Rungis,P006,T-shirt homme,Textile,2025-04-18,2025-04-22,4,292,1440.6,DB Schenker,605.22,Livré,Aucun
LIV00200,Fournisseur → Entrepôt,E02,Lyon-Sud,E07,Bordeaux-Centre,P002,Riz 1kg,Alimentaire,2025-02-28,2025-03-05,5,65,631.1,FM Logistic,88.83,Livré,Aucun
LIV00201,Inter-entrepôts,E01,Paris-Rungis,E08,Nantes-Atlantique,P001,Lait demi-écrémé,Alimentaire,2025-07-04,2025-07-06,2,371,522.4,DHL Supply Chain,230.46,Livré,Aucun
LIV00202,Inter-entrepôts,E06,Nice-Est,E08,Nantes-Atlantique,P004,Shampoing,Droguerie,2025-10-14,2025-10-17,3,1381,3177.0,DB Schenker,854.34,En transit,Aucun
LIV00203,Fournisseur → Entrepôt,E05,Toulouse-Ouest,E07,Bordeaux-Centre,P003,Pâtes 500g,Alimentaire,2025-07-31,2025-08-01,1,1103,4793.2,DB Schenker,1359.34,Livré,Aucun
LIV00204,Inter-entrepôts,E07,Bordeaux-Centre,E05,Toulouse-Ouest,P003,Pâtes 500g,Alimentaire,2025-11-25,2025-11-30,5,765,904.5,DB Schenker,332.18,Livré,Retard transporteur
LIV00205,Entrepôt → Magasin,E03,Marseille-Port,E08,Nantes-Atlantique,P004,Shampoing,Droguerie,2025-03-10,2025-03-12,2,721,6100.3,DB Schenker,1466.0,Livré,Aucun
LIV00206,Inter-entrepôts,E01,Paris-Rungis,E04,Lille-Nord,P001,Lait demi-écrémé,Alimentaire,2025-09-11,2025-09-14,3,103,1352.5,DHL Supply Chain,486.87,Livré,Retard transporteur
LIV00207,Inter-entrepôts,E06,Nice-Est,E03,Marseille-Port,P005,Lessive,Droguerie,2025-03-09,2025-03-12,3,380,1680.9,DB Schenker,551.81,Livré,Aucun
LIV00208,Magasin → Magasin,E05,Toulouse-Ouest,E08,Nantes-Atlantique,P010,Casque audio,Électronique,2025-05-06,2025-05-07,1,636,4184.2,FM Logistic,1115.29,Livré,Aucun
LIV00209,Inter-entrepôts,E07,Bordeaux-Centre,E03,Marseille-Port,P009,TV 4K,Électronique,2025-08-11,2025-08-13,2,1385,9729.5,FM Logistic,2698.1,Livré,Aucun
LIV00210,Fournisseur → Entrepôt,E05,Toulouse-Ouest,E07,Bordeaux-Centre,P007,Jeans,Textile,2025-01-11,2025-01-16,5,216,508.4,DB Schenker,289.84,Livré,Aucun
LIV00211,Fournisseur → Entrepôt,E06,Nice-Est,E07,Bordeaux-Centre,P004,Shampoing,Droguerie,2025-11-05,2025-11-09,4,99,164.4,XPO Logistics,219.44,Annulé,Retard transporteur
LIV00212,Inter-entrepôts,E05,Toulouse-Ouest,E04,Lille-Nord,P001,Lait demi-écrémé,Alimentaire,2025-08-14,2025-08-19,5,303,1859.8,DHL Supply Chain,373.37,En transit,Aucun
LIV00213,Fournisseur → Entrepôt,E04,Lille-Nord,E01,Paris-Rungis,P007,Jeans,Textile,2025-01-30,2025-02-01,2,279,1608.3,FM Logistic,449.18,Livré,Aucun
LIV00214,Fournisseur → Entrepôt,E04,Lille-Nord,E07,Bordeaux-Centre,P010,Casque audio,Électronique,2025-09-18,2025-09-23,5,539,7670.9,XPO Logistics,2347.03,Livré,Aucun
LIV00215,Magasin → Magasin,E02,Lyon-Sud,E08,Nantes-Atlantique,P008,Smartphone,Électronique,2025-10-30,2025-11-02,3,1177,7518.5,DB Schenker,1151.06,Livré,Aucun
LIV00216,Fournisseur → Entrepôt,E08,Nantes-Atlantique,E06,Nice-Est,P009,TV 4K,Électronique,2025-03-01,2025-03-03,2,928,10170.4,XPO Logistics,2526.81,En transit,Aucun
LIV00217,Magasin → Magasin,E02,Lyon-Sud,E06,Nice-Est,P004,Shampoing,Droguerie,2025-03-09,2025-03-11,2,1408,6214.8,XPO Logistics,450.83,Retardé,Aucun
LIV00218,Magasin → Magasin,E07,Bordeaux-Centre,E01,Paris-Rungis,P008,Smartphone,Électronique,2025-07-29,2025-08-01,3,1465,1094.2,DB Schenker,531.6,Livré,Casse
LIV00219,Fournisseur → Entrepôt,E02,Lyon-Sud,E01,Paris-Rungis,P003,Pâtes 500g,Alimentaire,2025-10-10,2025-10-14,4,483,3727.9,XPO Logistics,1369.5,Livré,Casse
LIV00220,Inter-entrepôts,E01,Paris-Rungis,E05,Toulouse-Ouest,P005,Lessive,Droguerie,2025-12-14,2025-12-17,3,1213,6720.8,DHL Supply Chain,1951.69,Retardé,Casse
LIV00221,Magasin → Magasin,E08,Nantes-Atlantique,E04,Lille-Nord,P005,Lessive,Droguerie,2025-04-04,2025-04-06,2,1289,4369.6,DHL Supply Chain,1086.55,En transit,Retard transporteur
LIV00222,Inter-entrepôts,E03,Marseille-Port,E07,Bordeaux-Centre,P008,Smartphone,Électronique,2025-09-24,2025-09-26,2,1255,8092.2,Geodis,2010.95,En transit,Aucun
LIV00223,Entrepôt → Magasin,E03,Marseille-Port,E05,Toulouse-Ouest,P001,Lait demi-écrémé,Alimentaire,2025-09-08,2025-09-12,4,348,450.8,FM Logistic,251.38,Livré,Erreur quantité
LIV00224,Magasin → Magasin,E07,Bordeaux-Centre,E08,Nantes-Atlantique,P006,T-shirt homme,Textile,2025-04-21,2025-04-25,4,149,835.8,Geodis,228.43,Retardé,Aucun
LIV00225,Inter-entrepôts,E02,Lyon-Sud,E06,Nice-Est,P008,Smartphone,Électronique,2025-04-24,2025-04-25,1,1372,16746.0,DHL Supply Chain,5037.1,Livré,Retard transporteur
LIV00226,Magasin → Magasin,E04,Lille-Nord,E01,Paris-Rungis,P003,Pâtes 500g,Alimentaire,2025-11-10,2025-11-14,4,404,5401.3,XPO Logistics,713.03,Livré,Aucun
LIV00227,Magasin → Magasin,E06,Nice-Est,E05,Toulouse-Ouest,P001,Lait demi-écrémé,Alimentaire,2025-09-27,2025-09-29,2,853,7078.6,FM Logistic,588.61,Livré,Aucun
LIV00228,Magasin → Magasin,E02,Lyon-Sud,E08,Nantes-Atlantique,P003,Pâtes 500g,Alimentaire,2025-03-04,2025-03-09,5,1206,15346.9,DB Schenker,4646.78,Livré,Erreur quantité
LIV00229,Magasin → Magasin,E01,Paris-Rungis,E03,Marseille-Port,P004,Shampoing,Droguerie,2025-04-18,2025-04-19,1,681,8319.9,DB Schenker,2575.81,Livré,Aucun
LIV00230,Entrepôt → Magasin,E08,Nantes-Atlantique,E03,Marseille-Port,P008,Smartphone,Électronique,2025-11-14,2025-11-15,1,414,1142.7,DHL Supply Chain,345.05,Livré,Aucun
LIV00231,Entrepôt → Magasin,E05,Toulouse-Ouest,E01,Paris-Rungis,P008,Smartphone,Électronique,2025-06-22,2025-06-23,1,356,5103.2,DHL Supply Chain,1272.35,Livré,Aucun
LIV00232,Magasin → Magasin,E08,Nantes-Atlantique,E06,Nice-Est,P006,T-shirt homme,Textile,2025-09-22,2025-09-26,4,674,3577.5,Geodis,950.29,Livré,Aucun
LIV00233,Fournisseur → Entrepôt,E06,Nice-Est,E01,Paris-Rungis,P005,Lessive,Droguerie,2025-11-13,2025-11-17,4,370,5012.9,XPO Logistics,945.94,Livré,Aucun
LIV00234,Magasin → Magasin,E06,Nice-Est,E01,Paris-Rungis,P009,TV 4K,Électronique,2025-03-05,2025-03-08,3,1422,3234.6,DB Schenker,703.08,Livré,Aucun
LIV00235,Entrepôt → Magasin,E05,Toulouse-Ouest,E04,Lille-Nord,P003,Pâtes 500g,Alimentaire,2025-02-24,2025-02-28,4,800,3306.9,DB Schenker,449.19,En transit,Retard transporteur
LIV00236,Entrepôt → Magasin,E07,Bordeaux-Centre,E08,Nantes-Atlantique,P007,Jeans,Textile,2025-08-18,2025-08-21,3,78,529.8,FM Logistic,334.89,En transit,Aucun
LIV00237,Fournisseur → Entrepôt,E06,Nice-Est,E04,Lille-Nord,P005,Lessive,Droguerie,2025-11-14,2025-11-15,1,186,205.1,DHL Supply Chain,327.67,Livré,Aucun
LIV00238,Fournisseur → Entrepôt,E02,Lyon-Sud,E06,Nice-Est,P008,Smartphone,Électronique,2025-11-16,2025-11-18,2,1347,11870.1,Geodis,2463.15,Livré,Aucun
LIV00239,Inter-entrepôts,E05,Toulouse-Ouest,E06,Nice-Est,P004,Shampoing,Droguerie,2025-02-26,2025-03-02,4,554,3068.4,XPO Logistics,847.76,Livré,Retard transporteur
LIV00240,Magasin → Magasin,E01,Paris-Rungis,E04,Lille-Nord,P008,Smartphone,Électronique,2025-01-02,2025-01-05,3,90,665.3,DHL Supply Chain,278.51,Livré,Aucun
LIV00241,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E08,Nantes-Atlantique,P010,Casque audio,Électronique,2025-04-02,2025-04-06,4,1437,19501.1,XPO Logistics,1718.0,Retardé,Aucun
LIV00242,Inter-entrepôts,E08,Nantes-Atlantique,E02,Lyon-Sud,P006,T-shirt homme,Textile,2025-09-12,2025-09-13,1,298,1684.8,XPO Logistics,757.1,Annulé,Aucun
LIV00243,Entrepôt → Magasin,E01,Paris-Rungis,E06,Nice-Est,P006,T-shirt homme,Textile,2025-08-23,2025-08-28,5,1189,6455.3,DB Schenker,1411.9,Livré,Aucun
LIV00244,Magasin → Magasin,E07,Bordeaux-Centre,E01,Paris-Rungis,P001,Lait demi-écrémé,Alimentaire,2025-10-25,2025-10-30,5,1492,19179.5,DHL Supply Chain,5290.12,Livré,Aucun
LIV00245,Entrepôt → Magasin,E04,Lille-Nord,E01,Paris-Rungis,P004,Shampoing,Droguerie,2025-05-18,2025-05-19,1,513,6351.3,DHL Supply Chain,1175.24,Livré,Aucun
LIV00246,Fournisseur → Entrepôt,E08,Nantes-Atlantique,E07,Bordeaux-Centre,P008,Smartphone,Électronique,2025-01-15,2025-01-19,4,99,649.9,XPO Logistics,154.63,Livré,Retard transporteur
LIV00247,Inter-entrepôts,E08,Nantes-Atlantique,E01,Paris-Rungis,P001,Lait demi-écrémé,Alimentaire,2025-05-23,2025-05-28,5,172,1896.2,DHL Supply Chain,705.87,En transit,Aucun
LIV00248,Magasin → Magasin,E02,Lyon-Sud,E07,Bordeaux-Centre,P007,Jeans,Textile,2025-05-03,2025-05-08,5,1448,10192.4,DHL Supply Chain,1054.57,Livré,Aucun
LIV00249,Fournisseur → Entrepôt,E01,Paris-Rungis,E07,Bordeaux-Centre,P006,T-shirt homme,Textile,2025-05-11,2025-05-14,3,1037,6974.6,DB Schenker,648.66,En transit,Aucun
LIV00250,Entrepôt → Magasin,E05,Toulouse-Ouest,E02,Lyon-Sud,P008,Smartphone,Électronique,2025-09-17,2025-09-20,3,488,4649.8,XPO Logistics,755.36,Livré,Aucun
LIV00251,Magasin → Magasin,E04,Lille-Nord,E07,Bordeaux-Centre,P005,Lessive,Droguerie,2025-12-18,2025-12-23,5,362,545.8,FM Logistic,150.5,Livré,Retard transporteur
LIV00252,Inter-entrepôts,E02,Lyon-Sud,E04,Lille-Nord,P010,Casque audio,Électronique,2025-01-13,2025-01-14,1,954,10084.3,DB Schenker,1079.41,Livré,Aucun
LIV00253,Fournisseur → Entrepôt,E05,Toulouse-Ouest,E08,Nantes-Atlantique,P006,T-shirt homme,Textile,2025-08-03,2025-08-07,4,999,1343.4,DHL Supply Chain,562.63,Livré,Erreur quantité
LIV00254,Magasin → Magasin,E01,Paris-Rungis,E04,Lille-Nord,P006,T-shirt homme,Textile,2025-08-02,2025-08-07,5,1216,15341.1,DB Schenker,3251.96,Livré,Retard transporteur
LIV00255,Fournisseur → Entrepôt,E08,Nantes-Atlantique,E06,Nice-Est,P007,Jeans,Textile,2025-09-09,2025-09-13,4,828,11594.9,DHL Supply Chain,3176.22,Livré,Retard transporteur
LIV00256,Magasin → Magasin,E01,Paris-Rungis,E06,Nice-Est,P006,T-shirt homme,Textile,2025-03-06,2025-03-07,1,1034,10512.5,DB Schenker,3227.85,Livré,Aucun
LIV00257,Fournisseur → Entrepôt,E03,Marseille-Port,E01,Paris-Rungis,P008,Smartphone,Électronique,2025-07-06,2025-07-07,1,598,5218.4,DHL Supply Chain,1135.64,Livré,Aucun
LIV00258,Inter-entrepôts,E08,Nantes-Atlantique,E03,Marseille-Port,P005,Lessive,Droguerie,2025-05-22,2025-05-24,2,351,130.8,FM Logistic,234.02,Livré,Aucun
LIV00259,Inter-entrepôts,E08,Nantes-Atlantique,E07,Bordeaux-Centre,P004,Shampoing,Droguerie,2025-11-27,2025-12-02,5,894,10586.1,DHL Supply Chain,1324.19,En transit,Aucun
LIV00260,Magasin → Magasin,E04,Lille-Nord,E06,Nice-Est,P001,Lait demi-écrémé,Alimentaire,2025-05-06,2025-05-08,2,189,770.6,XPO Logistics,121.48,Livré,Erreur quantité
LIV00261,Inter-entrepôts,E01,Paris-Rungis,E02,Lyon-Sud,P002,Riz 1kg,Alimentaire,2025-02-27,2025-03-04,5,548,5550.2,DHL Supply Chain,946.1,Livré,Aucun
LIV00262,Fournisseur → Entrepôt,E06,Nice-Est,E02,Lyon-Sud,P005,Lessive,Droguerie,2025-07-02,2025-07-04,2,1176,7141.4,DB Schenker,1089.64,Livré,Aucun
LIV00263,Fournisseur → Entrepôt,E08,Nantes-Atlantique,E06,Nice-Est,P009,TV 4K,Électronique,2025-04-19,2025-04-22,3,159,2238.8,Geodis,917.86,Livré,Aucun
LIV00264,Inter-entrepôts,E06,Nice-Est,E03,Marseille-Port,P007,Jeans,Textile,2025-08-06,2025-08-11,5,894,13060.1,FM Logistic,1757.66,En transit,Aucun
LIV00265,Fournisseur → Entrepôt,E07,Bordeaux-Centre,E06,Nice-Est,P005,Lessive,Droguerie,2025-02-04,2025-02-08,4,1348,10983.6,Geodis,1222.12,Livré,Aucun
LIV00266,Entrepôt → Magasin,E07,Bordeaux-Centre,E02,Lyon-Sud,P005,Lessive,Droguerie,2025-08-06,2025-08-11,5,637,6126.1,FM Logistic,1238.18,Livré,Aucun
LIV00267,Fournisseur → Entrepôt,E03,Marseille-Port,E05,Toulouse-Ouest,P009,TV 4K,Électronique,2025-07-05,2025-07-06,1,1003,14545.2,Geodis,2549.66,Livré,Retard transporteur
LIV00268,Entrepôt → Magasin,E01,Paris-Rungis,E03,Marseille-Port,P008,Smartphone,Électronique,2025-02-09,2025-02-14,5,129,1327.6,XPO Logistics,525.42,Livré,Aucun
LIV00269,Entrepôt → Magasin,E04,Lille-Nord,E06,Nice-Est,P008,Smartphone,Électronique,2025-03-23,2025-03-24,1,273,580.3,DB Schenker,295.18,Livré,Aucun
